Parametre,Yıl,Yıllık Ortalama Toplam,Ay_Adı,Değer,Ay_Sayı,Tarih
Küresel Güneş Radyasyonu,1981,17.78,Ocak,7.75,1,1981-01
Küresel Güneş Radyasyonu,1982,17.78,Ocak,7.75,1,1982-01
Küresel Güneş Radyasyonu,1983,17.78,Ocak,7.75,1,1983-01
Küresel Güneş Radyasyonu,1984,16.66,Ocak,7.33,1,1984-01
Küresel Güneş Radyasyonu,1985,16.41,Ocak,7.68,1,1985-01
Küresel Güneş Radyasyonu,1986,16.91,Ocak,8.64,1,1986-01
Küresel Güneş Radyasyonu,1987,16.72,Ocak,6.98,1,1987-01
Küresel Güneş Radyasyonu,1988,16.44,Ocak,8.36,1,1988-01
Küresel Güneş Radyasyonu,1989,17.48,Ocak,9.49,1,1989-01
Küresel Güneş Radyasyonu,1990,16.87,Ocak,8.1,1,1990-01
Küresel Güneş Radyasyonu,1991,16.63,Ocak,7.5,1,1991-01
Küresel Güneş Radyasyonu,1992,17.36,Ocak,8.84,1,1992-01
Küresel Güneş Radyasyonu,1993,17.21,Ocak,8.1,1,1993-01
Küresel Güneş Radyasyonu,1994,17.33,Ocak,8.35,1,1994-01
Küresel Güneş Radyasyonu,1995,16.91,Ocak,7.44,1,1995-01
Küresel Güneş Radyasyonu,1996,16.84,Ocak,7.57,1,1996-01
Küresel Güneş Radyasyonu,1997,17.78,Ocak,9.14,1,1997-01
Küresel Güneş Radyasyonu,1998,17.84,Ocak,7.4,1,1998-01
Küresel Güneş Radyasyonu,1999,18.49,Ocak,8.98,1,1999-01
Küresel Güneş Radyasyonu,2000,18.04,Ocak,8.64,1,2000-01
Küresel Güneş Radyasyonu,2001,18.14,Ocak,8.85,1,2001-01
Küresel Güneş Radyasyonu,2002,17.95,Ocak,7.8,1,2002-01
Küresel Güneş Radyasyonu,2003,17.77,Ocak,7.67,1,2003-01
Küresel Güneş Radyasyonu,2004,18.4,Ocak,7.24,1,2004-01
Küresel Güneş Radyasyonu,2005,18.11,Ocak,8.16,1,2005-01
Küresel Güneş Radyasyonu,2006,18.34,Ocak,7.68,1,2006-01
Küresel Güneş Radyasyonu,2007,18.28,Ocak,8.81,1,2007-01
Küresel Güneş Radyasyonu,2008,18.42,Ocak,8.66,1,2008-01
Küresel Güneş Radyasyonu,2009,17.95,Ocak,8.05,1,2009-01
Küresel Güneş Radyasyonu,2010,18.03,Ocak,6.92,1,2010-01
Küresel Güneş Radyasyonu,2011,17.67,Ocak,7.45,1,2011-01
Küresel Güneş Radyasyonu,2012,17.92,Ocak,7.13,1,2012-01
Küresel Güneş Radyasyonu,2013,18.34,Ocak,7.59,1,2013-01
Küresel Güneş Radyasyonu,2014,18.18,Ocak,7.98,1,2014-01
Küresel Güneş Radyasyonu,2015,17.75,Ocak,7.65,1,2015-01
Küresel Güneş Radyasyonu,2016,18.51,Ocak,7.78,1,2016-01
Küresel Güneş Radyasyonu,2017,18.65,Ocak,9.92,1,2017-01
Küresel Güneş Radyasyonu,2018,18.19,Ocak,6.9,1,2018-01
Küresel Güneş Radyasyonu,2019,17.85,Ocak,8.1,1,2019-01
Küresel Güneş Radyasyonu,2020,18.41,Ocak,7.31,1,2020-01
Küresel Güneş Radyasyonu,2021,18.48,Ocak,8.26,1,2021-01
Küresel Güneş Radyasyonu,2022,18.04,Ocak,7.75,1,2022-01
Küresel Güneş Radyasyonu,2023,18.02,Ocak,9.63,1,2023-01
Küresel Güneş Radyasyonu,2024,18.29,Ocak,7.37,1,2024-01
Küresel Güneş Radyasyonu,2025,17.78,Ocak,10.16,1,2025-01
Toplam Yağış Miktarı,1981,573.14,Ocak,174.17,1,1981-01
Toplam Yağış Miktarı,1982,466.21,Ocak,125.68,1,1982-01
Toplam Yağış Miktarı,1983,483.58,Ocak,79.52,1,1983-01
Toplam Yağış Miktarı,1984,400.06,Ocak,90.4,1,1984-01
Toplam Yağış Miktarı,1985,478.98,Ocak,101.63,1,1985-01
Toplam Yağış Miktarı,1986,380.47,Ocak,73.35,1,1986-01
Toplam Yağış Miktarı,1987,508.8,Ocak,81.22,1,1987-01
Toplam Yağış Miktarı,1988,527.57,Ocak,27.75,1,1988-01
Toplam Yağış Miktarı,1989,306.47,Ocak,54.55,1,1989-01
Toplam Yağış Miktarı,1990,292.49,Ocak,11.08,1,1990-01
Toplam Yağış Miktarı,1991,460.95,Ocak,47.7,1,1991-01
Toplam Yağış Miktarı,1992,357.27,Ocak,9.32,1,1992-01
Toplam Yağış Miktarı,1993,300.81,Ocak,47.27,1,1993-01
Toplam Yağış Miktarı,1994,540.8,Ocak,102.02,1,1994-01
Toplam Yağış Miktarı,1995,429.44,Ocak,60.04,1,1995-01
Toplam Yağış Miktarı,1996,506.35,Ocak,93.75,1,1996-01
Toplam Yağış Miktarı,1997,536.55,Ocak,31.6,1,1997-01
Toplam Yağış Miktarı,1998,443.46,Ocak,35.0,1,1998-01
Toplam Yağış Miktarı,1999,323.65,Ocak,43.9,1,1999-01
Toplam Yağış Miktarı,2000,465.73,Ocak,94.23,1,2000-01
Toplam Yağış Miktarı,2001,565.04,Ocak,9.39,1,2001-01
Toplam Yağış Miktarı,2002,423.15,Ocak,59.22,1,2002-01
Toplam Yağış Miktarı,2003,435.34,Ocak,52.37,1,2003-01
Toplam Yağış Miktarı,2004,353.61,Ocak,118.67,1,2004-01
Toplam Yağış Miktarı,2005,326.17,Ocak,64.49,1,2005-01
Toplam Yağış Miktarı,2006,393.69,Ocak,49.81,1,2006-01
Toplam Yağış Miktarı,2007,379.48,Ocak,23.85,1,2007-01
Toplam Yağış Miktarı,2008,318.73,Ocak,34.97,1,2008-01
Toplam Yağış Miktarı,2009,538.24,Ocak,84.8,1,2009-01
Toplam Yağış Miktarı,2010,450.55,Ocak,72.85,1,2010-01
Toplam Yağış Miktarı,2011,479.95,Ocak,55.98,1,2011-01
Toplam Yağış Miktarı,2012,524.59,Ocak,91.77,1,2012-01
Toplam Yağış Miktarı,2013,288.18,Ocak,42.33,1,2013-01
Toplam Yağış Miktarı,2014,457.31,Ocak,37.22,1,2014-01
Toplam Yağış Miktarı,2015,397.79,Ocak,55.16,1,2015-01
Toplam Yağış Miktarı,2016,381.37,Ocak,56.78,1,2016-01
Toplam Yağış Miktarı,2017,356.64,Ocak,40.0,1,2017-01
Toplam Yağış Miktarı,2018,444.23,Ocak,86.62,1,2018-01
Toplam Yağış Miktarı,2019,434.96,Ocak,104.99,1,2019-01
Toplam Yağış Miktarı,2020,308.42,Ocak,73.66,1,2020-01
Toplam Yağış Miktarı,2021,316.18,Ocak,61.83,1,2021-01
Toplam Yağış Miktarı,2022,331.53,Ocak,93.21,1,2022-01
Toplam Yağış Miktarı,2023,350.38,Ocak,12.94,1,2023-01
Toplam Yağış Miktarı,2024,331.75,Ocak,59.85,1,2024-01
Toplam Yağış Miktarı,2025,17.78,Ocak,4.16,1,2025-01
2m Bağıl Nem,1981,60.01,Ocak,82.24,1,1981-01
2m Bağıl Nem,1982,62.36,Ocak,82.72,1,1982-01
2m Bağıl Nem,1983,61.97,Ocak,80.82,1,1983-01
2m Bağıl Nem,1984,58.12,Ocak,84.14,1,1984-01
2m Bağıl Nem,1985,58.95,Ocak,82.98,1,1985-01
2m Bağıl Nem,1986,58.86,Ocak,80.52,1,1986-01
2m Bağıl Nem,1987,58.73,Ocak,77.86,1,1987-01
2m Bağıl Nem,1988,63.12,Ocak,78.97,1,1988-01
2m Bağıl Nem,1989,57.2,Ocak,84.57,1,1989-01
2m Bağıl Nem,1990,56.49,Ocak,75.49,1,1990-01
2m Bağıl Nem,1991,58.98,Ocak,76.23,1,1991-01
2m Bağıl Nem,1992,61.98,Ocak,84.71,1,1992-01
2m Bağıl Nem,1993,57.05,Ocak,80.6,1,1993-01
2m Bağıl Nem,1994,58.4,Ocak,77.2,1,1994-01
2m Bağıl Nem,1995,62.57,Ocak,84.64,1,1995-01
2m Bağıl Nem,1996,62.4,Ocak,82.69,1,1996-01
2m Bağıl Nem,1997,63.66,Ocak,75.43,1,1997-01
2m Bağıl Nem,1998,60.54,Ocak,80.61,1,1998-01
2m Bağıl Nem,1999,59.12,Ocak,81.85,1,1999-01
2m Bağıl Nem,2000,60.33,Ocak,83.98,1,2000-01
2m Bağıl Nem,2001,57.07,Ocak,74.91,1,2001-01
2m Bağıl Nem,2002,61.92,Ocak,87.64,1,2002-01
2m Bağıl Nem,2003,59.62,Ocak,82.01,1,2003-01
2m Bağıl Nem,2004,56.89,Ocak,82.82,1,2004-01
2m Bağıl Nem,2005,58.56,Ocak,77.25,1,2005-01
2m Bağıl Nem,2006,58.82,Ocak,79.25,1,2006-01
2m Bağıl Nem,2007,56.92,Ocak,72.46,1,2007-01
2m Bağıl Nem,2008,56.68,Ocak,77.61,1,2008-01
2m Bağıl Nem,2009,61.66,Ocak,79.59,1,2009-01
2m Bağıl Nem,2010,58.03,Ocak,79.02,1,2010-01
2m Bağıl Nem,2011,63.86,Ocak,81.23,1,2011-01
2m Bağıl Nem,2012,61.7,Ocak,82.72,1,2012-01
2m Bağıl Nem,2013,57.87,Ocak,82.96,1,2013-01
2m Bağıl Nem,2014,58.86,Ocak,72.1,1,2014-01
2m Bağıl Nem,2015,62.58,Ocak,80.16,1,2015-01
2m Bağıl Nem,2016,54.39,Ocak,77.58,1,2016-01
2m Bağıl Nem,2017,58.54,Ocak,82.79,1,2017-01
2m Bağıl Nem,2018,58.76,Ocak,82.55,1,2018-01
2m Bağıl Nem,2019,60.87,Ocak,86.44,1,2019-01
2m Bağıl Nem,2020,56.82,Ocak,83.5,1,2020-01
2m Bağıl Nem,2021,56.02,Ocak,72.39,1,2021-01
2m Bağıl Nem,2022,59.55,Ocak,83.49,1,2022-01
2m Bağıl Nem,2023,56.7,Ocak,67.86,1,2023-01
2m Bağıl Nem,2024,57.69,Ocak,82.13,1,2024-01
2m Bağıl Nem,2025,17.78,Ocak,74.68,1,2025-01
2m Hava Sıcaklığı,1981,11.37,Ocak,1.32,1,1981-01
2m Hava Sıcaklığı,1982,10.1,Ocak,0.91,1,1982-01
2m Hava Sıcaklığı,1983,10.42,Ocak,-2.63,1,1983-01
2m Hava Sıcaklığı,1984,11.14,Ocak,1.94,1,1984-01
2m Hava Sıcaklığı,1985,11.11,Ocak,2.35,1,1985-01
2m Hava Sıcaklığı,1986,11.57,Ocak,1.28,1,1986-01
2m Hava Sıcaklığı,1987,10.95,Ocak,1.99,1,1987-01
2m Hava Sıcaklığı,1988,10.63,Ocak,0.59,1,1988-01
2m Hava Sıcaklığı,1989,11.23,Ocak,-4.57,1,1989-01
2m Hava Sıcaklığı,1990,11.03,Ocak,-2.31,1,1990-01
2m Hava Sıcaklığı,1991,11.07,Ocak,-0.78,1,1991-01
2m Hava Sıcaklığı,1992,9.21,Ocak,-4.0,1,1992-01
2m Hava Sıcaklığı,1993,10.65,Ocak,-2.27,1,1993-01
2m Hava Sıcaklığı,1994,11.84,Ocak,3.09,1,1994-01
2m Hava Sıcaklığı,1995,10.92,Ocak,1.34,1,1995-01
2m Hava Sıcaklığı,1996,11.49,Ocak,-0.29,1,1996-01
2m Hava Sıcaklığı,1997,10.34,Ocak,1.48,1,1997-01
2m Hava Sıcaklığı,1998,11.9,Ocak,-0.26,1,1998-01
2m Hava Sıcaklığı,1999,12.02,Ocak,1.85,1,1999-01
2m Hava Sıcaklığı,2000,10.71,Ocak,-3.74,1,2000-01
2m Hava Sıcaklığı,2001,12.37,Ocak,2.31,1,2001-01
2m Hava Sıcaklığı,2002,11.03,Ocak,-3.33,1,2002-01
2m Hava Sıcaklığı,2003,11.15,Ocak,2.79,1,2003-01
2m Hava Sıcaklığı,2004,11.45,Ocak,-0.48,1,2004-01
2m Hava Sıcaklığı,2005,11.37,Ocak,0.88,1,2005-01
2m Hava Sıcaklığı,2006,11.65,Ocak,-1.26,1,2006-01
2m Hava Sıcaklığı,2007,11.99,Ocak,0.1,1,2007-01
2m Hava Sıcaklığı,2008,11.73,Ocak,-3.12,1,2008-01
2m Hava Sıcaklığı,2009,11.46,Ocak,1.21,1,2009-01
2m Hava Sıcaklığı,2010,13.44,Ocak,2.7,1,2010-01
2m Hava Sıcaklığı,2011,10.3,Ocak,0.46,1,2011-01
2m Hava Sıcaklığı,2012,11.67,Ocak,-1.04,1,2012-01
2m Hava Sıcaklığı,2013,11.6,Ocak,0.8,1,2013-01
2m Hava Sıcaklığı,2014,12.66,Ocak,3.13,1,2014-01
2m Hava Sıcaklığı,2015,11.69,Ocak,0.29,1,2015-01
2m Hava Sıcaklığı,2016,12.13,Ocak,-0.84,1,2016-01
2m Hava Sıcaklığı,2017,11.84,Ocak,-2.64,1,2017-01
2m Hava Sıcaklığı,2018,13.2,Ocak,0.65,1,2018-01
2m Hava Sıcaklığı,2019,12.1,Ocak,-0.32,1,2019-01
2m Hava Sıcaklığı,2020,12.49,Ocak,-0.94,1,2020-01
2m Hava Sıcaklığı,2021,12.06,Ocak,2.61,1,2021-01
2m Hava Sıcaklığı,2022,11.84,Ocak,-2.01,1,2022-01
2m Hava Sıcaklığı,2023,12.98,Ocak,2.17,1,2023-01
2m Hava Sıcaklığı,2024,13.56,Ocak,2.55,1,2024-01
2m Hava Sıcaklığı,2025,17.78,Ocak,3.45,1,2025-01
2m Rüzgâr Hızı,1981,2.4,Ocak,3.5,1,1981-01
2m Rüzgâr Hızı,1982,2.18,Ocak,2.25,1,1982-01
2m Rüzgâr Hızı,1983,2.17,Ocak,2.28,1,1983-01
2m Rüzgâr Hızı,1984,2.16,Ocak,2.25,1,1984-01
2m Rüzgâr Hızı,1985,2.24,Ocak,2.54,1,1985-01
2m Rüzgâr Hızı,1986,2.05,Ocak,2.63,1,1986-01
2m Rüzgâr Hızı,1987,2.29,Ocak,2.99,1,1987-01
2m Rüzgâr Hızı,1988,2.19,Ocak,1.9,1,1988-01
2m Rüzgâr Hızı,1989,2.08,Ocak,1.72,1,1989-01
2m Rüzgâr Hızı,1990,2.11,Ocak,1.62,1,1990-01
2m Rüzgâr Hızı,1991,2.06,Ocak,1.54,1,1991-01
2m Rüzgâr Hızı,1992,2.08,Ocak,1.47,1,1992-01
2m Rüzgâr Hızı,1993,2.15,Ocak,1.83,1,1993-01
2m Rüzgâr Hızı,1994,2.17,Ocak,2.03,1,1994-01
2m Rüzgâr Hızı,1995,2.07,Ocak,2.33,1,1995-01
2m Rüzgâr Hızı,1996,2.03,Ocak,1.67,1,1996-01
2m Rüzgâr Hızı,1997,2.07,Ocak,1.98,1,1997-01
2m Rüzgâr Hızı,1998,2.09,Ocak,1.9,1,1998-01
2m Rüzgâr Hızı,1999,2.06,Ocak,2.04,1,1999-01
2m Rüzgâr Hızı,2000,2.14,Ocak,2.4,1,2000-01
2m Rüzgâr Hızı,2001,2.19,Ocak,1.6,1,2001-01
2m Rüzgâr Hızı,2002,1.96,Ocak,1.78,1,2002-01
2m Rüzgâr Hızı,2003,2.19,Ocak,2.54,1,2003-01
2m Rüzgâr Hızı,2004,2.22,Ocak,2.72,1,2004-01
2m Rüzgâr Hızı,2005,2.24,Ocak,2.38,1,2005-01
2m Rüzgâr Hızı,2006,2.08,Ocak,1.89,1,2006-01
2m Rüzgâr Hızı,2007,2.1,Ocak,2.15,1,2007-01
2m Rüzgâr Hızı,2008,2.09,Ocak,1.88,1,2008-01
2m Rüzgâr Hızı,2009,2.24,Ocak,2.38,1,2009-01
2m Rüzgâr Hızı,2010,2.15,Ocak,2.67,1,2010-01
2m Rüzgâr Hızı,2011,1.96,Ocak,1.7,1,2011-01
2m Rüzgâr Hızı,2012,2.1,Ocak,2.47,1,2012-01
2m Rüzgâr Hızı,2013,2.27,Ocak,2.64,1,2013-01
2m Rüzgâr Hızı,2014,2.03,Ocak,1.72,1,2014-01
2m Rüzgâr Hızı,2015,1.99,Ocak,2.47,1,2015-01
2m Rüzgâr Hızı,2016,2.23,Ocak,3.11,1,2016-01
2m Rüzgâr Hızı,2017,2.06,Ocak,2.36,1,2017-01
2m Rüzgâr Hızı,2018,2.04,Ocak,2.21,1,2018-01
2m Rüzgâr Hızı,2019,2.02,Ocak,2.83,1,2019-01
2m Rüzgâr Hızı,2020,2.04,Ocak,2.14,1,2020-01
2m Rüzgâr Hızı,2021,2.22,Ocak,2.58,1,2021-01
2m Rüzgâr Hızı,2022,2.1,Ocak,2.5,1,2022-01
2m Rüzgâr Hızı,2023,2.03,Ocak,1.65,1,2023-01
2m Rüzgâr Hızı,2024,2.01,Ocak,2.24,1,2024-01
2m Rüzgâr Hızı,2025,17.78,Ocak,1.37,1,2025-01
Küresel Güneş Radyasyonu,1981,17.78,Şubat,11.2,2,1981-02
Küresel Güneş Radyasyonu,1982,17.78,Şubat,11.2,2,1982-02
Küresel Güneş Radyasyonu,1983,17.78,Şubat,11.2,2,1983-02
Küresel Güneş Radyasyonu,1984,16.66,Şubat,12.8,2,1984-02
Küresel Güneş Radyasyonu,1985,16.41,Şubat,8.5,2,1985-02
Küresel Güneş Radyasyonu,1986,16.91,Şubat,10.84,2,1986-02
Küresel Güneş Radyasyonu,1987,16.72,Şubat,11.6,2,1987-02
Küresel Güneş Radyasyonu,1988,16.44,Şubat,10.56,2,1988-02
Küresel Güneş Radyasyonu,1989,17.48,Şubat,11.95,2,1989-02
Küresel Güneş Radyasyonu,1990,16.87,Şubat,10.36,2,1990-02
Küresel Güneş Radyasyonu,1991,16.63,Şubat,11.09,2,1991-02
Küresel Güneş Radyasyonu,1992,17.36,Şubat,12.65,2,1992-02
Küresel Güneş Radyasyonu,1993,17.21,Şubat,11.72,2,1993-02
Küresel Güneş Radyasyonu,1994,17.33,Şubat,10.91,2,1994-02
Küresel Güneş Radyasyonu,1995,16.91,Şubat,12.13,2,1995-02
Küresel Güneş Radyasyonu,1996,16.84,Şubat,11.23,2,1996-02
Küresel Güneş Radyasyonu,1997,17.78,Şubat,11.74,2,1997-02
Küresel Güneş Radyasyonu,1998,17.84,Şubat,12.23,2,1998-02
Küresel Güneş Radyasyonu,1999,18.49,Şubat,12.02,2,1999-02
Küresel Güneş Radyasyonu,2000,18.04,Şubat,11.12,2,2000-02
Küresel Güneş Radyasyonu,2001,18.14,Şubat,10.9,2,2001-02
Küresel Güneş Radyasyonu,2002,17.95,Şubat,12.22,2,2002-02
Küresel Güneş Radyasyonu,2003,17.77,Şubat,7.9,2,2003-02
Küresel Güneş Radyasyonu,2004,18.4,Şubat,10.09,2,2004-02
Küresel Güneş Radyasyonu,2005,18.11,Şubat,11.8,2,2005-02
Küresel Güneş Radyasyonu,2006,18.34,Şubat,10.41,2,2006-02
Küresel Güneş Radyasyonu,2007,18.28,Şubat,10.98,2,2007-02
Küresel Güneş Radyasyonu,2008,18.42,Şubat,13.71,2,2008-02
Küresel Güneş Radyasyonu,2009,17.95,Şubat,10.97,2,2009-02
Küresel Güneş Radyasyonu,2010,18.03,Şubat,10.15,2,2010-02
Küresel Güneş Radyasyonu,2011,17.67,Şubat,11.41,2,2011-02
Küresel Güneş Radyasyonu,2012,17.92,Şubat,10.06,2,2012-02
Küresel Güneş Radyasyonu,2013,18.34,Şubat,11.97,2,2013-02
Küresel Güneş Radyasyonu,2014,18.18,Şubat,13.25,2,2014-02
Küresel Güneş Radyasyonu,2015,17.75,Şubat,9.47,2,2015-02
Küresel Güneş Radyasyonu,2016,18.51,Şubat,12.75,2,2016-02
Küresel Güneş Radyasyonu,2017,18.65,Şubat,13.04,2,2017-02
Küresel Güneş Radyasyonu,2018,18.19,Şubat,12.01,2,2018-02
Küresel Güneş Radyasyonu,2019,17.85,Şubat,11.65,2,2019-02
Küresel Güneş Radyasyonu,2020,18.41,Şubat,10.86,2,2020-02
Küresel Güneş Radyasyonu,2021,18.48,Şubat,12.91,2,2021-02
Küresel Güneş Radyasyonu,2022,18.04,Şubat,11.36,2,2022-02
Küresel Güneş Radyasyonu,2023,18.02,Şubat,11.56,2,2023-02
Küresel Güneş Radyasyonu,2024,18.29,Şubat,12.6,2,2024-02
Küresel Güneş Radyasyonu,2025,17.78,Şubat,11.2,2,2025-02
Toplam Yağış Miktarı,1981,573.14,Şubat,88.69,2,1981-02
Toplam Yağış Miktarı,1982,466.21,Şubat,51.01,2,1982-02
Toplam Yağış Miktarı,1983,483.58,Şubat,72.92,2,1983-02
Toplam Yağış Miktarı,1984,400.06,Şubat,46.27,2,1984-02
Toplam Yağış Miktarı,1985,478.98,Şubat,51.73,2,1985-02
Toplam Yağış Miktarı,1986,380.47,Şubat,63.14,2,1986-02
Toplam Yağış Miktarı,1987,508.8,Şubat,28.92,2,1987-02
Toplam Yağış Miktarı,1988,527.57,Şubat,67.7,2,1988-02
Toplam Yağış Miktarı,1989,306.47,Şubat,7.96,2,1989-02
Toplam Yağış Miktarı,1990,292.49,Şubat,81.24,2,1990-02
Toplam Yağış Miktarı,1991,460.95,Şubat,35.74,2,1991-02
Toplam Yağış Miktarı,1992,357.27,Şubat,34.88,2,1992-02
Toplam Yağış Miktarı,1993,300.81,Şubat,20.73,2,1993-02
Toplam Yağış Miktarı,1994,540.8,Şubat,52.29,2,1994-02
Toplam Yağış Miktarı,1995,429.44,Şubat,29.56,2,1995-02
Toplam Yağış Miktarı,1996,506.35,Şubat,54.04,2,1996-02
Toplam Yağış Miktarı,1997,536.55,Şubat,53.6,2,1997-02
Toplam Yağış Miktarı,1998,443.46,Şubat,16.76,2,1998-02
Toplam Yağış Miktarı,1999,323.65,Şubat,69.04,2,1999-02
Toplam Yağış Miktarı,2000,465.73,Şubat,59.79,2,2000-02
Toplam Yağış Miktarı,2001,565.04,Şubat,64.2,2,2001-02
Toplam Yağış Miktarı,2002,423.15,Şubat,37.04,2,2002-02
Toplam Yağış Miktarı,2003,435.34,Şubat,70.95,2,2003-02
Toplam Yağış Miktarı,2004,353.61,Şubat,29.6,2,2004-02
Toplam Yağış Miktarı,2005,326.17,Şubat,32.81,2,2005-02
Toplam Yağış Miktarı,2006,393.69,Şubat,63.29,2,2006-02
Toplam Yağış Miktarı,2007,379.48,Şubat,43.25,2,2007-02
Toplam Yağış Miktarı,2008,318.73,Şubat,31.21,2,2008-02
Toplam Yağış Miktarı,2009,538.24,Şubat,64.55,2,2009-02
Toplam Yağış Miktarı,2010,450.55,Şubat,50.36,2,2010-02
Toplam Yağış Miktarı,2011,479.95,Şubat,55.89,2,2011-02
Toplam Yağış Miktarı,2012,524.59,Şubat,83.33,2,2012-02
Toplam Yağış Miktarı,2013,288.18,Şubat,39.93,2,2013-02
Toplam Yağış Miktarı,2014,457.31,Şubat,21.54,2,2014-02
Toplam Yağış Miktarı,2015,397.79,Şubat,58.43,2,2015-02
Toplam Yağış Miktarı,2016,381.37,Şubat,38.5,2,2016-02
Toplam Yağış Miktarı,2017,356.64,Şubat,1.33,2,2017-02
Toplam Yağış Miktarı,2018,444.23,Şubat,23.25,2,2018-02
Toplam Yağış Miktarı,2019,434.96,Şubat,51.58,2,2019-02
Toplam Yağış Miktarı,2020,308.42,Şubat,50.24,2,2020-02
Toplam Yağış Miktarı,2021,316.18,Şubat,16.53,2,2021-02
Toplam Yağış Miktarı,2022,331.53,Şubat,50.08,2,2022-02
Toplam Yağış Miktarı,2023,350.38,Şubat,24.05,2,2023-02
Toplam Yağış Miktarı,2024,331.75,Şubat,25.1,2,2024-02
Toplam Yağış Miktarı,2025,17.78,Şubat,26.08,2,2025-02
2m Bağıl Nem,1981,60.01,Şubat,83.43,2,1981-02
2m Bağıl Nem,1982,62.36,Şubat,77.98,2,1982-02
2m Bağıl Nem,1983,61.97,Şubat,79.6,2,1983-02
2m Bağıl Nem,1984,58.12,Şubat,74.28,2,1984-02
2m Bağıl Nem,1985,58.95,Şubat,79.93,2,1985-02
2m Bağıl Nem,1986,58.86,Şubat,81.74,2,1986-02
2m Bağıl Nem,1987,58.73,Şubat,72.01,2,1987-02
2m Bağıl Nem,1988,63.12,Şubat,78.66,2,1988-02
2m Bağıl Nem,1989,57.2,Şubat,74.23,2,1989-02
2m Bağıl Nem,1990,56.49,Şubat,79.43,2,1990-02
2m Bağıl Nem,1991,58.98,Şubat,75.87,2,1991-02
2m Bağıl Nem,1992,61.98,Şubat,82.72,2,1992-02
2m Bağıl Nem,1993,57.05,Şubat,79.18,2,1993-02
2m Bağıl Nem,1994,58.4,Şubat,77.98,2,1994-02
2m Bağıl Nem,1995,62.57,Şubat,76.56,2,1995-02
2m Bağıl Nem,1996,62.4,Şubat,78.07,2,1996-02
2m Bağıl Nem,1997,63.66,Şubat,76.48,2,1997-02
2m Bağıl Nem,1998,60.54,Şubat,76.01,2,1998-02
2m Bağıl Nem,1999,59.12,Şubat,78.23,2,1999-02
2m Bağıl Nem,2000,60.33,Şubat,78.29,2,2000-02
2m Bağıl Nem,2001,57.07,Şubat,74.07,2,2001-02
2m Bağıl Nem,2002,61.92,Şubat,70.42,2,2002-02
2m Bağıl Nem,2003,59.62,Şubat,80.6,2,2003-02
2m Bağıl Nem,2004,56.89,Şubat,79.4,2,2004-02
2m Bağıl Nem,2005,58.56,Şubat,78.07,2,2005-02
2m Bağıl Nem,2006,58.82,Şubat,77.72,2,2006-02
2m Bağıl Nem,2007,56.92,Şubat,77.18,2,2007-02
2m Bağıl Nem,2008,56.68,Şubat,71.37,2,2008-02
2m Bağıl Nem,2009,61.66,Şubat,81.46,2,2009-02
2m Bağıl Nem,2010,58.03,Şubat,79.19,2,2010-02
2m Bağıl Nem,2011,63.86,Şubat,78.94,2,2011-02
2m Bağıl Nem,2012,61.7,Şubat,78.58,2,2012-02
2m Bağıl Nem,2013,57.87,Şubat,79.44,2,2013-02
2m Bağıl Nem,2014,58.86,Şubat,59.42,2,2014-02
2m Bağıl Nem,2015,62.58,Şubat,80.84,2,2015-02
2m Bağıl Nem,2016,54.39,Şubat,71.82,2,2016-02
2m Bağıl Nem,2017,58.54,Şubat,72.83,2,2017-02
2m Bağıl Nem,2018,58.76,Şubat,73.57,2,2018-02
2m Bağıl Nem,2019,60.87,Şubat,77.79,2,2019-02
2m Bağıl Nem,2020,56.82,Şubat,79.43,2,2020-02
2m Bağıl Nem,2021,56.02,Şubat,68.48,2,2021-02
2m Bağıl Nem,2022,59.55,Şubat,78.73,2,2022-02
2m Bağıl Nem,2023,56.7,Şubat,71.44,2,2023-02
2m Bağıl Nem,2024,57.69,Şubat,72.75,2,2024-02
2m Bağıl Nem,2025,17.78,Şubat,73.41,2,2025-02
2m Hava Sıcaklığı,1981,11.37,Şubat,1.11,2,1981-02
2m Hava Sıcaklığı,1982,10.1,Şubat,-0.99,2,1982-02
2m Hava Sıcaklığı,1983,10.42,Şubat,-0.72,2,1983-02
2m Hava Sıcaklığı,1984,11.14,Şubat,3.39,2,1984-02
2m Hava Sıcaklığı,1985,11.11,Şubat,-2.53,2,1985-02
2m Hava Sıcaklığı,1986,11.57,Şubat,2.27,2,1986-02
2m Hava Sıcaklığı,1987,10.95,Şubat,3.45,2,1987-02
2m Hava Sıcaklığı,1988,10.63,Şubat,1.25,2,1988-02
2m Hava Sıcaklığı,1989,11.23,Şubat,-0.25,2,1989-02
2m Hava Sıcaklığı,1990,11.03,Şubat,0.43,2,1990-02
2m Hava Sıcaklığı,1991,11.07,Şubat,-0.43,2,1991-02
2m Hava Sıcaklığı,1992,9.21,Şubat,-4.73,2,1992-02
2m Hava Sıcaklığı,1993,10.65,Şubat,-2.21,2,1993-02
2m Hava Sıcaklığı,1994,11.84,Şubat,1.19,2,1994-02
2m Hava Sıcaklığı,1995,10.92,Şubat,2.64,2,1995-02
2m Hava Sıcaklığı,1996,11.49,Şubat,2.75,2,1996-02
2m Hava Sıcaklığı,1997,10.34,Şubat,-1.19,2,1997-02
2m Hava Sıcaklığı,1998,11.9,Şubat,0.73,2,1998-02
