Tarih,2m Bağıl Nem (%),2m Hava Sıcaklığı(°C),2m Rüzgâr Hızı (m/s),Küresel Güneş Radyasyonu (MJ/m2/gün),Toplam Yağış Miktarı (mm),Tmax_at 2 Meters(°C),Tmin_at 2 Meters(°C),J(Day of Year),ET0_FAO56_mm,Water_Balance_mm,SPEI_1,Drought_Class
2015-07-15,48.01,21.98,2.08,28.84,2.4,42.22,20.78,196,8.537324439427296,-6.137324439427296,-1.0799254406368681,Moderately Dry
2015-08-15,41.39,24.81,2.1,25.73,7.41,44.26,22.31,227,8.75119606020216,-1.3411960602021598,-0.9350916597868647,Normal
2015-09-15,34.72,22.68,1.66,20.6,6.76,40.88,20.2,258,6.713440179828845,0.04655982017115523,-0.8931841220483181,Normal
2015-10-15,61.63,14.32,1.66,13.48,47.51,32.58,14.6,288,3.4916212502497537,44.01837874975024,0.4346795802680902,Normal
2015-11-15,63.38,7.23,1.77,11.48,11.63,26.02,8.82,319,2.4223909044663556,9.207609095533645,-0.6165381905400595,Normal
2015-12-15,73.65,0.15,1.26,8.04,3.27,21.24,1.0,349,1.1731201460998184,2.0968798539001816,-0.8312684311081483,Normal
2016-01-15,77.58,-0.84,3.11,7.78,56.78,17.21,-4.31,15,1.3229743743297888,55.45702562567021,0.7801045447089348,Normal
2016-02-15,71.82,5.18,2.49,12.75,38.5,26.32,2.18,46,2.497260152325563,36.002739847674434,0.19262282191593585,Normal
2016-03-15,62.18,6.44,2.83,17.69,31.5,23.99,3.74,75,3.4210938562744073,28.078906143725593,-0.04666159739625303,Normal
2016-04-15,48.96,13.36,2.19,23.31,5.94,32.05,9.39,106,5.622189524044797,0.31781047595520295,-0.8849928780012617,Normal
2016-05-15,58.38,14.83,2.09,22.8,60.08,33.53,11.02,136,5.3928870638684,54.6871129361316,0.7568546737852778,Normal
2016-06-15,49.56,20.7,2.25,27.84,18.51,41.76,17.4,167,8.313735191202138,10.196264808797864,-0.5866827042834244,Normal
2016-07-15,33.7,24.1,2.46,29.32,2.91,41.96,22.91,197,9.999959439050977,-7.089959439050977,-1.108693171159509,Moderately Dry
2016-08-15,31.94,25.26,2.07,26.21,0.8,42.56,22.12,228,8.784395162134901,-7.984395162134901,-1.1357033963366925,Moderately Dry
2016-09-15,44.69,17.82,1.9,21.04,22.88,38.73,14.23,259,6.315834943344471,16.56416505665553,-0.3943844595225317,Normal
2016-10-15,44.66,14.05,1.65,16.22,5.0,34.33,13.45,289,4.614413953262678,0.38558604673732244,-0.8829461871311504,Normal
2016-11-15,49.11,7.19,1.89,11.17,21.35,25.43,4.72,320,2.900527677679039,18.44947232232096,-0.33745183433821146,Normal
2016-12-15,80.36,-2.64,1.86,5.95,117.12,18.69,-1.17,350,1.0151920720876595,116.10480792791235,2.611550018322543,Extremely Wet
2017-01-15,82.79,-2.64,2.36,9.92,40.0,15.16,-3.53,15,0.944349131992978,39.05565086800702,0.28481481735723513,Normal
2017-02-15,72.83,0.8,2.02,13.04,1.33,21.09,-3.35,46,1.807741827347472,-0.47774182734747184,-0.909017015564041,Normal
2017-03-15,73.57,4.98,2.15,15.27,77.44,22.73,4.59,74,2.3977482611694443,75.04225173883056,1.371540411825884,Moderately Wet
2017-04-15,62.16,9.34,2.02,22.28,48.43,30.81,6.39,105,4.430518097669933,43.99948190233007,0.43410893210323614,Normal
2017-05-15,61.18,14.51,2.16,24.1,42.28,33.05,11.51,135,5.368444515694154,36.91155548430585,0.22006729261006613,Normal
2017-06-15,55.77,19.62,1.92,27.53,9.92,42.59,15.5,166,7.574202441345937,2.3457975586540627,-0.8237515988948634,Normal
2017-07-15,32.4,24.93,2.35,30.05,0.0,44.05,23.87,196,10.524886887547325,-10.524886887547325,-1.212421322279508,Moderately Dry
2017-08-15,39.83,24.71,1.78,25.59,13.88,42.72,23.73,227,8.047246405190045,5.832753594809956,-0.7184522852731142,Normal
2017-09-15,29.07,22.32,1.64,21.75,2.11,39.54,19.5,258,6.719643429767695,-4.609643429767695,-1.0337924352068721,Moderately Dry
2017-10-15,49.55,12.19,2.17,15.66,18.04,31.66,13.03,288,4.657949562356005,13.382050437643993,-0.49047815321218396,Normal
2017-11-15,69.88,6.04,1.85,10.08,66.53,24.6,4.03,319,1.9433692178643527,64.58663078213564,1.0558009247737656,Moderately Wet
2017-12-15,74.3,4.48,2.24,8.16,36.68,19.71,2.83,349,1.4299108400898743,35.250089159910125,0.16989422998740375,Normal
2018-01-15,82.55,0.65,2.21,6.9,86.62,18.34,1.79,15,1.0747297226818906,85.54527027731811,1.6887112139787224,Severely Wet
2018-02-15,73.57,5.33,2.24,12.01,23.25,18.98,4.31,46,1.8284564717220846,21.421543528277915,-0.2477010446014865,Normal
2018-03-15,65.44,8.75,2.85,16.4,33.05,24.98,6.48,74,3.3589930000361785,29.691006999963818,0.002020723771770403,Normal
2018-04-15,54.85,12.77,2.01,22.9,17.73,30.47,8.56,105,4.886804412900414,12.843195587099586,-0.5067505252512158,Normal
2018-05-15,57.74,17.23,1.59,23.94,42.64,35.72,14.65,135,5.563537839122473,37.076462160877526,0.22504715460849395,Normal
2018-06-15,52.46,21.05,1.57,27.55,32.94,38.84,18.05,166,6.827222968613532,26.112777031386464,-0.10603488569537547,Normal
2018-07-15,37.64,24.58,2.32,29.16,1.54,40.62,21.44,196,9.03097180128741,-7.490971801287411,-1.1208029672279114,Moderately Dry
2018-08-15,32.8,24.19,2.21,26.52,0.15,40.77,22.06,227,8.736829716172473,-8.586829716172472,-1.1538957521864424,Moderately Dry
2018-09-15,38.8,20.21,2.04,21.27,5.71,40.99,20.93,258,7.615396901108742,-1.905396901108742,-0.9521294316074042,Normal
2018-10-15,56.2,14.05,1.57,14.65,38.16,34.61,8.98,288,3.787498505648137,34.37250149435186,0.14339278349137252,Normal
2018-11-15,70.07,7.07,1.56,10.04,39.27,28.94,5.6,319,2.1195105859375487,37.150489414062456,0.22728263416970745,Normal
2018-12-15,83.83,2.05,2.24,6.65,123.17,19.61,0.18,349,1.0057113715692723,122.16428862843073,2.7945345905548424,Extremely Wet
2019-01-15,86.44,-0.32,2.83,8.1,104.99,14.91,-1.16,15,0.8621572479498354,104.12784275205016,2.2498688846308714,Extremely Wet
2019-02-15,77.79,2.55,2.01,11.65,51.58,17.64,2.52,46,1.4943736751916796,50.08562632480832,0.617898697057171,Normal
2019-03-15,73.89,4.43,1.96,16.93,40.88,22.47,0.98,74,2.333581018130967,38.54641898186904,0.2694370014259072,Normal
2019-04-15,72.76,8.39,1.86,18.78,40.62,27.72,6.19,105,3.2177596776458115,37.40224032235419,0.23488502363831565,Normal
2019-05-15,57.26,16.38,2.03,25.52,7.38,40.03,10.09,135,6.674164035515985,0.7058359644840149,-0.8732752603467323,Normal
2019-06-15,56.55,20.68,1.71,26.25,28.28,40.4,18.05,166,6.850751081500199,21.429248918499802,-0.24746835675192966,Normal
2019-07-15,42.71,22.13,2.32,28.74,5.78,39.62,20.7,196,8.603870579834485,-2.8238705798344848,-0.979865556452868,Normal
2019-08-15,41.06,22.98,2.37,24.94,8.21,42.27,22.52,227,8.852802846894628,-0.642802846894627,-0.9140015384211696,Normal
2019-09-15,40.04,19.22,1.92,20.65,7.09,39.05,16.75,258,6.66684770620223,0.4231522937977701,-0.8818117592835395,Normal
2019-10-15,51.0,15.52,1.52,15.16,13.5,36.2,14.01,288,4.31497291226319,9.18502708773681,-0.6172201234054446,Normal
2019-11-15,56.03,9.65,1.68,10.63,25.82,28.48,8.82,319,2.801027436242321,23.01897256375768,-0.19946178398238543,Normal
2019-12-15,75.93,2.96,1.95,6.47,100.83,20.71,5.06,349,1.3711721399610957,99.45882786003891,2.1088736847141814,Extremely Wet
2020-01-15,83.5,-0.94,2.14,7.31,73.66,14.48,0.05,15,0.8833126016061179,72.77668739839388,1.303124760025212,Moderately Wet
2020-02-15,79.43,1.58,2.76,10.86,50.24,17.7,-3.45,46,1.440550538920422,48.79944946107958,0.5790586487335005,Normal
2020-03-15,72.75,5.99,2.4,14.65,44.06,22.7,2.08,75,2.4331833911670007,41.626816608833,0.3624590391109469,Normal
2020-04-15,66.12,9.54,1.77,20.08,24.51,26.69,6.45,106,3.5342713347306858,20.975728665269315,-0.2611637893537639,Normal
2020-05-15,55.77,15.1,2.37,26.48,30.55,40.32,11.49,136,7.389349419234001,23.160650580766,-0.19518338247930445,Normal
2020-06-15,49.39,19.62,1.91,28.59,12.71,38.86,14.73,167,7.347887235184872,5.362112764815129,-0.7326647261088926,Normal
2020-07-15,33.57,25.12,2.2,29.87,1.16,43.28,21.85,197,9.747648357128659,-8.587648357128659,-1.15392047355657,Moderately Dry
2020-08-15,27.42,23.39,2.3,26.85,0.19,42.61,23.29,228,9.917879433575225,-9.727879433575225,-1.1883532419869902,Moderately Dry
2020-09-15,35.59,23.07,1.71,21.43,4.48,44.47,21.84,259,7.665108026373343,-3.1851080263733422,-0.9907742271618194,Normal
2020-10-15,38.54,17.63,1.89,16.17,1.78,38.0,16.71,289,5.832242873835842,-4.052242873835842,-1.016960018811766,Moderately Dry
2020-11-15,66.86,5.72,1.42,10.19,35.75,26.6,7.04,320,2.0236589969579826,33.726341003042016,0.12387998908877149,Normal
2020-12-15,74.05,3.65,1.66,8.14,29.33,20.02,3.32,350,1.2790946026969559,28.050905397303044,-0.047507165665143944,Normal
2021-01-15,72.39,2.61,2.58,8.26,61.83,20.07,-1.67,15,1.6340804484954172,60.19591955150458,0.9232099560024902,Normal
2021-02-15,68.48,2.23,2.26,12.91,16.53,20.92,-1.45,46,2.074634325116651,14.45536567488335,-0.45806611342470666,Normal
2021-03-15,67.07,3.78,2.46,15.47,49.27,21.93,2.55,74,2.682776271778236,46.587223728221765,0.5122537194969666,Normal
2021-04-15,58.67,10.62,2.51,19.17,23.31,33.03,5.81,105,5.007985330058176,18.302014669941823,-0.3419047696269842,Normal
2021-05-15,47.58,17.64,2.19,27.37,2.04,37.28,14.02,135,7.280579197913624,-5.240579197913624,-1.0528454724795817,Moderately Dry
2021-06-15,46.86,19.44,2.05,28.3,19.93,41.44,17.36,166,8.281954606653283,11.648045393346717,-0.5428417445760846,Normal
2021-07-15,38.62,23.86,2.46,29.13,8.63,42.15,22.62,196,9.711483349804674,-1.0814833498046728,-0.9272488393268029,Normal
2021-08-15,35.98,23.27,2.3,25.59,6.74,43.93,23.19,227,9.610885383397742,-2.8708853833977415,-0.9812853123929889,Normal
2021-09-15,49.41,17.59,1.88,20.36,25.61,36.86,15.49,258,5.730260021035152,19.87973997896485,-0.29426052335569014,Normal
2021-10-15,46.4,12.36,1.67,16.39,1.16,33.75,13.91,288,4.62025633985697,-3.4602563398569695,-0.9990831729166814,Normal
2021-11-15,65.43,8.44,2.02,10.55,28.21,29.62,7.93,319,2.7595403023387015,25.450459697661298,-0.12603558542255983,Normal
2021-12-15,76.4,2.19,2.22,7.83,72.92,19.99,-1.82,349,1.302839513725501,71.6171604862745,1.2681092947580561,Moderately Wet
2022-01-15,83.49,-2.01,2.5,7.75,93.21,17.23,-2.55,15,0.9989450817730826,92.2110549182269,1.8900049900287033,Severely Wet
2022-02-15,78.73,1.7,2.36,11.36,50.08,19.51,0.83,46,1.5695573256608715,48.510442674339124,0.5703312039477766,Normal
2022-03-15,76.88,-0.29,2.5,13.75,45.82,21.61,-2.14,74,1.982761998489884,43.837238001510116,0.42920948077132604,Normal
2022-04-15,55.75,11.76,2.51,22.6,21.32,32.14,4.45,105,5.268883552443039,16.05111644755696,-0.4098775330894211,Normal
2022-05-15,58.81,14.51,1.9,24.2,29.38,37.0,11.56,135,5.875810519919082,23.504189480080917,-0.1848091735919129,Normal
2022-06-15,55.44,20.09,1.99,26.75,20.57,38.98,19.46,166,7.129649045123117,13.440350954876884,-0.488717590594026,Normal
2022-07-15,39.02,22.43,2.71,29.63,1.25,42.49,22.84,196,10.4066940347388,-9.1566940347388,-1.1711045500549444,Moderately Dry
2022-08-15,32.26,26.36,1.98,25.49,0.35,40.61,21.84,227,7.984080594057073,-7.634080594057074,-1.125124575385752,Moderately Dry
2022-09-15,37.09,20.61,1.96,21.79,11.81,39.25,16.6,258,6.895995887491864,4.914004112508136,-0.7461967388519931,Normal
2022-10-15,55.97,13.62,1.49,14.56,13.69,39.14,14.44,288,4.522262644650029,9.16773735534997,-0.6177422398113185,Normal
2022-11-15,67.42,8.06,1.75,10.68,26.65,29.16,8.68,319,2.4613191974147712,24.18868080258523,-0.16413886238282577,Normal
2022-12-15,74.85,4.69,1.58,7.59,17.4,22.21,5.27,349,1.3474895141414998,16.052510485858498,-0.40983543583474047,Normal
2023-01-15,67.86,2.17,1.65,9.63,12.94,18.85,2.11,15,1.4907232467716036,11.449276753228396,-0.5488441722399164,Normal
2023-02-15,71.44,-0.56,2.0,11.56,24.05,26.74,-0.79,46,2.286079257151404,21.763920742848597,-0.23736191634170958,Normal
2023-03-15,65.99,6.87,2.48,15.27,53.69,25.88,2.84,74,3.112511552089957,50.57748844791004,0.6327519798121339,Normal
2023-04-15,61.83,10.1,2.42,20.07,36.11,30.74,4.74,105,4.452307479417217,31.65769252058278,0.061410814522473114,Normal
2023-05-15,57.64,15.02,1.81,22.91,50.58,34.37,9.49,135,5.286281658457073,45.29371834154293,0.4731923639848757,Normal
2023-06-15,60.81,19.11,1.85,25.64,49.1,39.07,17.41,166,6.463727281346543,42.63627271865346,0.3929426570267487,Normal
2023-07-15,40.28,23.21,2.5,29.04,3.43,44.91,21.48,196,10.357585447289823,-6.9275854472898235,-1.103789791333326,Moderately Dry
2023-08-15,26.41,27.49,1.84,26.04,1.78,46.14,24.46,227,9.284736591467327,-7.504736591467327,-1.1212186372114339,Moderately Dry
2023-09-15,35.0,20.59,1.86,21.26,4.38,38.44,20.48,258,6.878981474009075,-2.498981474009075,-0.9700545351804823,Normal
2023-10-15,53.63,15.11,1.58,15.24,23.9,32.43,16.23,288,3.91588611449115,19.984113885508847,-0.2911086336831092,Normal
2023-11-15,64.94,10.08,2.56,10.17,38.15,30.57,3.32,319,3.0447617234002156,35.105238276599785,0.16552001407188052,Normal
2023-12-15,75.82,5.56,1.8,8.95,52.27,21.96,5.31,349,1.393055881088869,50.87694411891113,0.6417949606497465,Normal
2024-01-15,82.13,2.55,2.24,7.37,59.85,20.36,2.06,15,1.1883349306230766,58.66166506937692,0.8768784444451384,Normal
2024-02-15,72.75,4.47,1.73,12.6,25.1,21.4,2.54,46,1.8283123845829354,23.271687615417065,-0.19183027925284643,Normal
2024-03-15,64.88,6.59,1.95,16.92,28.21,29.0,5.4,75,3.404151372908136,24.805848627091866,-0.14550159032199972,Normal
2024-04-15,58.04,14.27,2.21,20.78,17.39,35.07,11.82,106,5.438100354828816,11.951899645171185,-0.5336659351232532,Normal
2024-05-15,60.18,15.24,1.94,23.73,42.53,35.51,11.27,136,5.556907104764225,36.97309289523578,0.22192560314389342,Normal
2024-06-15,38.17,24.66,2.24,29.99,3.33,44.27,17.47,167,9.60655344485882,-6.27655344485882,-1.084129886737181,Moderately Dry
2024-07-15,39.3,25.48,2.57,27.8,8.93,43.27,23.48,197,9.848650725534068,-0.9186507255340679,-0.9223316096877895,Normal
2024-08-15,34.59,25.68,1.95,25.4,7.38,42.63,25.37,228,8.584813792081741,-1.2048137920817412,-0.9309731796355952,Normal
2024-09-15,47.7,20.73,1.63,20.44,19.31,39.01,17.71,259,5.78190454956045,13.528095450439547,-0.4860678769007553,Normal
2024-10-15,48.98,13.27,1.77,16.74,0.13,34.71,11.43,289,4.619559154234536,-4.489559154234536,-1.0301661228417909,Moderately Dry
2024-11-15,66.25,6.09,1.79,10.17,38.46,28.23,2.92,320,2.3419159412213157,36.118084058778685,0.19610599352279942,Normal
2024-12-15,79.63,3.43,2.03,7.37,81.13,19.14,1.79,350,1.1289825599606804,80.00101744003932,1.5212855245643833,Severely Wet
2025-01-15,74.68,3.45,1.37,10.16,4.16,19.28,4.14,15,1.2396612277589047,2.920338772241095,-0.8064015678618318,Normal
2025-02-15,73.41,-1.24,2.46,11.2,26.08,19.76,-4.18,46,1.7444432904657583,24.33555670953424,-0.15970349467846176,Normal
2025-03-15,60.09,8.13,2.16,17.2,21.44,29.93,3.07,74,3.84326473053135,17.596735269468653,-0.363202840497776,Normal
2025-04-15,62.17,9.94,2.31,21.6,29.23,32.97,3.01,105,4.753446314823199,24.476553685176803,-0.15544565930458312,Normal
2025-05-15,53.24,16.62,1.97,24.92,27.88,37.27,12.17,135,6.389653938363356,21.490346061636643,-0.2456233414520948,Normal
2025-06-15,37.59,21.04,2.42,29.81,3.24,42.54,17.78,166,9.828824546899893,-6.588824546899893,-1.0935598687524066,Moderately Dry
2025-07-15,30.49,26.42,2.15,23.16,5.18,45.68,21.44,196,9.405439951132955,-4.225439951132955,-1.022190234843048,Moderately Dry
2025-08-15,31.23,26.03,2.09,22.98,1.9,47.23,24.61,227,9.788979666342712,-7.888979666342712,-1.1328220333049772,Moderately Dry
2025-09-15,39.16,19.84,2.13,19.22,3.19,39.93,19.42,258,7.239222259515046,-4.049222259515046,-1.0168688021140508,Moderately Dry
2025-10-15,14.06,14.06,14.06,14.06,14.06,33.35,12.09,288,17.280204568826953,-3.2202045688269525,-0.9918340747172637,Normal
2025-11-15,9.39,9.39,9.39,9.39,9.39,10.84,10.84,319,6.718443320162895,2.6715566798371055,-0.8139143048450037,Normal
2025-12-15,7.03,7.03,7.03,7.03,7.03,5.57,5.57,349,4.4329613631273785,2.5970386368726217,-0.8161646053062755,Normal
